flight_no,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_airport,arrival_airport,aircraft_code,fare_conditions,amount,direction
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,13400.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,13400.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,13400.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,13400.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,AAQ,SVO,733,Economy,12200.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Economy,6300.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,AAQ,EGO,SU9,Business,18900.00,leave
